Entity,Code,Year,Bioenergy,Geothermal,Offshore wind,Solar photovoltaic,Concentrated solar power,Hydropower,Onshore wind
Turkey,TUR,2019,,,,0.09617199,,,0.07636349
Turkey,TUR,2020,,,,0.07392844,,,0.05519721
Turkey,TUR,2021,,,,0.07055427,,,0.048889305
Turkey,TUR,2022,,,,0.07368639,,,0.057256617
Turkey,TUR,2023,,,,0.069532745,,,0.07881737
Turkey,TUR,2024,,,,0.08511808,,,0.06944127
Ukraine,UKR,2013,,,,,,,0.16136822
Ukraine,UKR,2014,,,,,,,0.13196006
Ukraine,UKR,2017,,,,,,,0.10901596
Ukraine,UKR,2019,,,,,,,0.08588714
Ukraine,UKR,2020,,,,,,,0.05839365
Ukraine,UKR,2021,,,,,,,0.052526433
Ukraine,UKR,2023,,,,,,,0.097879514
United Kingdom,GBR,1989,,,,,,,0.23138686
United Kingdom,GBR,1990,,,,,,,0.2326188
United Kingdom,GBR,1991,,,,,,,0.22008501
United Kingdom,GBR,1992,,,,,,,0.23651601
United Kingdom,GBR,1993,,,,,,,0.2166076
United Kingdom,GBR,1994,,,,,,,0.2184799
United Kingdom,GBR,1995,,,,,,,0.20638318
United Kingdom,GBR,1996,,,,,,,0.21148618
United Kingdom,GBR,1997,,,,,,,0.196544
United Kingdom,GBR,1998,,,,,,,0.1943806
United Kingdom,GBR,1999,,,,,,,0.18559659
United Kingdom,GBR,2000,,,,,,,0.12705764
United Kingdom,GBR,2001,,,,,,,0.14427601
United Kingdom,GBR,2002,,,,,,,0.15023431
United Kingdom,GBR,2003,,,,,,,0.15050276
United Kingdom,GBR,2004,,,,,,,0.15853566
United Kingdom,GBR,2005,,,,,,,0.14942473
United Kingdom,GBR,2006,,,,,,,0.14991733
United Kingdom,GBR,2007,,,,,,,0.14223565
United Kingdom,GBR,2008,,,,,,,0.15657435
United Kingdom,GBR,2009,,,,,,,0.085937925
United Kingdom,GBR,2010,,,,0.6133668,,,0.113102175
United Kingdom,GBR,2011,,,,0.56511503,,,0.11615559
United Kingdom,GBR,2012,,,,0.33122855,,,0.10347138
United Kingdom,GBR,2013,,,,0.2673939,,,0.10293238
United Kingdom,GBR,2014,,,,0.21822445,,,0.09714515
United Kingdom,GBR,2015,,,,0.1693636,,,0.08861425
United Kingdom,GBR,2016,,,,0.16012026,,,0.07644195
United Kingdom,GBR,2017,,,,0.13087225,,,0.07260965
United Kingdom,GBR,2018,,,,0.13296494,,,0.05065709
United Kingdom,GBR,2019,,,,0.09863811,,,0.06184133
United Kingdom,GBR,2020,,,,0.083338216,,,0.049950384
United Kingdom,GBR,2021,,,,0.07659803,,,0.046096478
United Kingdom,GBR,2022,,,,0.080377854,,,0.03620496
United Kingdom,GBR,2023,,,,0.08173553,,,0.031916693
United Kingdom,GBR,2024,,,,,,,0.045931824
United States,USA,1984,,,,,,,0.36298165
United States,USA,1985,,,,,,,0.3411865
United States,USA,1986,,,,,,,0.30804077
United States,USA,1987,,,,,,,0.30141163
United States,USA,1988,,,,,,,0.23392688
United States,USA,1989,,,,,,,0.2180327
United States,USA,1990,,,,,,,0.241056
United States,USA,1991,,,,,,,0.2337943
United States,USA,1998,,,,,,,0.13342796
United States,USA,1999,,,,,,,0.1283868
United States,USA,2000,,,,,,,0.11182572
United States,USA,2001,,,,,,,0.10513554
United States,USA,2002,,,,,,,0.099460945
United States,USA,2003,,,,,,,0.0880291
United States,USA,2004,,,,,,,0.09740577
United States,USA,2005,,,,,,,0.08582795
United States,USA,2006,,,,,,,0.0969685
United States,USA,2007,,,,,,,0.09591171
United States,USA,2008,,,,,,,0.10948063
United States,USA,2009,,,,,,,0.12243109
United States,USA,2010,,,,0.2721984,,,0.113519475
United States,USA,2011,,,,0.29597557,,,0.11973356
United States,USA,2012,,,,0.25382417,,,0.1014829
United States,USA,2013,,,,0.22755995,,,0.08343382
United States,USA,2014,,,,0.17378798,,,0.06872608
United States,USA,2015,,,,0.16047578,,,0.062426418
United States,USA,2016,,,,0.14337352,,,0.05735595
United States,USA,2017,,,,0.10542709,,,0.05025752
United States,USA,2018,,,,0.081707984,,,0.04616931
United States,USA,2019,,,,0.06853293,,,0.041584406
United States,USA,2020,,,,0.06680542,,,0.037040267
United States,USA,2021,,,,0.06236243,,,0.032069158
United States,USA,2022,,,,0.06014147,,,0.029544435
United States,USA,2023,,,,0.058626875,,,0.03903432
United States,USA,2024,,,,0.06952483,,,0.038707193
Uruguay,URY,2011,,,,,,,0.13024852
Uruguay,URY,2012,,,,,,,0.112485364
Uruguay,URY,2013,,,,,,,0.07869328
Uruguay,URY,2014,,,,,,,0.08380148
Uruguay,URY,2015,,,,,,,0.06679311
Uruguay,URY,2017,,,,,,,0.05777218
Vietnam,VNM,2009,,,,,,,0.10080227
Vietnam,VNM,2011,,,,,,,0.113352016
Vietnam,VNM,2012,,,,,,,0.11535847
Vietnam,VNM,2013,,,,,,,0.11647449
Vietnam,VNM,2015,,,,,,,0.09560313
Vietnam,VNM,2016,,,,,,,0.07889435
Vietnam,VNM,2017,,,,,,,0.07428548
Vietnam,VNM,2019,,,,,,,0.08388886
Vietnam,VNM,2020,,,,,,,0.062019322
Vietnam,VNM,2021,,,,,,,0.05212381
Vietnam,VNM,2022,,,,,,,0.05036833
Vietnam,VNM,2023,,,,,,,0.051641893
Vietnam,VNM,2024,,,,,,,0.047673523
World,OWID_WRL,1984,,,,,,,0.3587345
World,OWID_WRL,1985,,,,,,,0.33309248
World,OWID_WRL,1986,,,,,,,0.2956475
World,OWID_WRL,1987,,,,,,,0.28682953
World,OWID_WRL,1988,,,,,,,0.23647541
World,OWID_WRL,1989,,,,,,,0.2187239
World,OWID_WRL,1990,,,,,,,0.23258026
World,OWID_WRL,1991,,,,,,,0.22309202
World,OWID_WRL,1992,,,,,,,0.22350933
World,OWID_WRL,1993,,,,,,,0.23512727
World,OWID_WRL,1994,,,,,,,0.22146873
World,OWID_WRL,1995,,,,,,,0.23153871
World,OWID_WRL,1996,,,,,,,0.2067773
World,OWID_WRL,1997,,,,,,,0.18092968
World,OWID_WRL,1998,,,,,,,0.16960463
World,OWID_WRL,1999,,,,,,,0.16698478
World,OWID_WRL,2000,,,0.18506691,,,,0.17880763
World,OWID_WRL,2001,,,0.1750342,,,,0.15693052
World,OWID_WRL,2002,,,0.14830108,,,,0.14508337
World,OWID_WRL,2003,,,0.13678382,,,,0.12709081
World,OWID_WRL,2004,,,0.19405845,,,,0.12922344
World,OWID_WRL,2005,,,0.16322227,,,,0.1209965
World,OWID_WRL,2006,,,0.16081423,,,,0.12448385
World,OWID_WRL,2007,,0.055141423,0.22996378,,,,0.11336266
World,OWID_WRL,2008,,0.06137965,0.23258479,,,,0.119348854
World,OWID_WRL,2009,,0.106372245,0.21401648,,,,0.117008045
World,OWID_WRL,2010,0.08581455,0.055330243,0.20787302,0.41695616,0.40162608,0.044166923,0.112679616
World,OWID_WRL,2011,0.08224506,,0.21536702,0.34990245,0.388883,0.041529305,0.106706336
World,OWID_WRL,2012,0.07047066,0.09528636,0.18508165,0.2600221,0.37932393,0.043207027,0.09770544
World,OWID_WRL,2013,0.09037533,0.0707424,0.15602072,0.20022082,0.27958906,0.048289977,0.0984569
World,OWID_WRL,2014,0.090554595,0.07215597,0.18996397,0.18286598,0.24286571,0.037728366,0.08788345
World,OWID_WRL,2015,0.07966977,0.06492279,0.15494837,0.13510516,0.25136447,0.04154221,0.07581618
World,OWID_WRL,2016,0.07786159,0.074959464,0.12838614,0.118348815,0.2790351,0.05496526,0.070178494
World,OWID_WRL,2017,0.07773872,0.07842441,0.116625756,0.092944756,0.23284303,0.057614863,0.06577677
World,OWID_WRL,2018,0.059894048,0.07568996,0.11416621,0.07864044,0.16698822,0.045250613,0.055872437
World,OWID_WRL,2019,0.07028279,0.07469924,0.094945505,0.068642035,0.2380288,0.046389103,0.048891213
World,OWID_WRL,2020,0.07933245,0.0627469,0.09145541,0.06099978,0.11909422,0.0522127,0.040604115
World,OWID_WRL,2021,0.07350465,0.07506707,0.08192627,0.05452617,0.12675023,0.054503772,0.036129907
World,OWID_WRL,2022,0.06389519,0.058841214,0.080760695,0.051091637,0.12441211,0.06264477,0.034220506
World,OWID_WRL,2023,0.07272733,0.072444156,0.07645156,0.04237786,0.119597025,0.05842002,0.03312856
World,OWID_WRL,2024,0.08669712,0.059874233,0.07911744,0.04261977,0.091843486,0.056526273,0.033980936
